category_id,thread_id,title,question,author,posted_at
1,197,Step 54 Learn Typography by Building a Nutrition Label,"<!DOCTYPE html><html lang=""en""><head> <meta charset=""UTF-8""> <title>Nutrition Label</title> <link href=""https://fonts.googleapis.com/css?family=Open+Sans:400,700,800"" rel=""stylesheet""> <link href=""./styles.css"" rel=""stylesheet""></head><body> <div class=""label""> <header> <h1 class=""bold"">Nutrition Facts</h1> <div class=""divider""></div> <p>8 servings per container</p> <p class=""bold"">Serving size <span>2/3 cup (55g)</span></p> </header> <div class=""divider large""></div> <div class=""calories-info""> <div class=""left-container""> <h2 class=""bold small-text"">Amount per serving</h2> <p>Calories</p> </div> <span>230</span> </div> <div class=""divider medium""></div> <div class=""daily-value small-text""> <p class=""bold right no-divider"">% Daily Value *</p> <div class=""divider""></div> <p><span><span class=""bold"">Total Fat</span> 8g</span> <span class=""bold"">10%</span></p> <p class=""indent no-divider"">Saturated Fat 1g <span class=""bold"">5%</span></p> <div class=""divider""></div> <p class=""indent no-divider""><span><i>Trans</i> Fat 0g</span></p> <div class=""divider""></div> <p>  <span>  <span class=""bold"">Cholesterol</span>  0mg  <span class=""bold"">0%</span> </span> </p> </div></div></body></html>Step 54After your last .divider, create a new p element with the text Cholesterol 0mg 0%. Then, wrap the text Cholesterol in a span element, 0% in another, and give each of them a class of bold.Finally, nest the span element containing the text Cholesterol along with the text 0mg, in an additional span element for alignment.ERROR: Sorry, your code does not pass. Try again.Your Cholesterol span and your 0mg text should be wrapped in a span.",DreamWalker,2024-10-31 19:42:54+00:00
1,201,Step 49 Learn Typography by Building a Nutrition Label,"<!DOCTYPE html><html lang=""en""><head> <meta charset=""UTF-8""> <title>Nutrition Label</title> <link href=""https://fonts.googleapis.com/css?family=Open+Sans:400,700,800"" rel=""stylesheet""> <link href=""./styles.css"" rel=""stylesheet""></head><body> <div class=""label""> <header> <h1 class=""bold"">Nutrition Facts</h1> <div class=""divider""></div> <p>8 servings per container</p> <p class=""bold"">Serving size <span>2/3 cup (55g)</span></p> </header> <div class=""divider large""></div> <div class=""calories-info""> <div class=""left-container""> <h2 class=""bold small-text"">Amount per serving</h2> <p>Calories</p> </div> <span>230</span> </div> <div class=""divider medium""></div> <div class=""daily-value small-text""> <p class=""bold right, no-divider"">% Daily Value *</p> <div class=""divider""></div> <p><span><span class=""bold"">Total Fat</span> 8g</span> <span class=""bold"">10%</span></p> <p class=""indent, no-divider"">Saturated Fat 1g <span class=""bold"">5%</span></p> </div> </div></body></html>Sorry, your code does not pass. Keep trying.Your p element with the text Saturated Fat 1g 5% should have no-divider added to the class attribute. Do not remove the existing classes.",DreamWalker,2024-10-30 13:25:24+00:00
1,202,Learn Typography by Building a Nutrition Label Step 4,"<!DOCTYPE html><html lang=""en""><head> <meta charset=""UTF-8""> <title>Nutrition Label</title> <link rel=""stylesheet"" href=""https://fonts.googleapis.com/css?family=Open+Sans:400,700,800""> <link rel=""stylesheet"" href=""styles.css""></head><body> <h1>Nutrition Facts</h1> <p>8 servings per container</p> <p>Serving size 2/3 cup (55g)</p></body></html>ERROR: Your code should have two link elements.I tried closing links yes tried putting on same line etc",DreamWalker,2024-10-29 18:10:58+00:00
1,206,Step 4 Learn Typography by Building a Nutrition Label,"<!DOCTYPE html><html lang=""en""><head> <meta charset=""UTF-8""> <title>Nutrition Label</title> <link rel=""stylesheet"" href=""https://fonts.googleapis.com/css?family=Open+Sans:400, 700,800""></link> <link rel=""stylesheet"" href=""styles.css""></link></head><body> <h1>Nutrition Facts</h1> <p>8 servings per container</p> <p>Serving size 2/3 cup (55g)</p></body></html>Error: Your code should have two link elements.",DreamWalker,2024-10-29 17:33:14+00:00
1,280,i need help on a radio requests linked with discord api and youtube api,I need help in radio requests with python that i. Take the request form and make it in python code and run that request to search for a music on YouTube not locally,yousef ahmed,2024-08-24 04:18:39+00:00
1,207,Perspective and image rotation problem on an HTML/JS canvas,"Hi all, I have a project in html, css and javascript where I need to superimpose a logo that the user imports on a background image (a carpet) by simulating a realistic perspective. I'd like the user to be able to upload an image that contains the overlay of the carpet with their logo. The problem: the uploaded image appears tilted or rotated incorrectly, and the CSS overlay effect is not visible, as if the perspective or transformation wasn't applied correctly. (This is the component on the right in the screenshot).What I did: I place the image on the carpet using a CSS/JS transformation to give the perspective and overlay effect.Once the logo is placed on the carpet, I use html2canvas to preview (on the right in the screenshot) and export the image.Thanks in advance for your help!Website: https://tapis-website-perso.vercel.app/",unkn0wnd.fbx,2024-10-24 09:40:27+00:00
1,211,Help Building a Technical Documentation Page,"Can anyone help me with my Nav bar on this page.I'm trying to build a Technical document in the style of this example: https://technical-documentation-page.freecodecamp.rocks/ My code so far is here - https://gist.github.com/icklemoon/c0d4476c251b42bdbf2bf2ef6fc727a7.jsInitially, I was trying to get my nav bar to sit at the side of the page and always stretch from the top to bottom left corner of the screen. To stop the text in the main body from appearing under the nav bar, I positioned these things in a grid, which seems to work.I wanted the top of the nav bar to always stay at the top of the screen and I wanted the nav bar and contents to change size relative to the page/viewport size, so I put the contents of the nav bar in a div, made it sticky and made the height 90vh. I added media queries to change the font sizes and that all seemed to work. Now the issue is that if I make the browser window too small, the nav bar is clipped. I'd like to give the nav bar a scroll bar, but if I add ""overflow-y: scroll;"" to the nav bar, it stops stretching the full page, and if I add it to the div, a scroll bar appears but doesn't work. Can anyone explain what I'm doing wrong? (modifi)",Suzy M,2024-10-20 09:44:18+00:00
1,212,What should I do next? React developer in need of advice.,"I have been self teaching javascript, html, css and react (tailwind) ect for a couple of years and I don't know exactly what to do next. I have made a personal portfolio and four websites to go along with it. I also have gone over this video over and over making sure that I can build and understand almost everything in it. https://www.youtube.com/watch?v=5ZdHfJVAY-s&t=19127s I think that my react skills are fairly good but I used leetcode for the first time a couple of days ago and had trouble solving an ""easy question"". Should I grind out leetcode, apply for jobs even if I don't fulfill all of their requirements, build and post things on twitter, all of the above or something else entirely? What should my next step be? Thank you!",grindersDev,2024-09-19 20:52:09+00:00
1,216,Stuck in a Project,"I am currently stuck on a project and have very less time for completion. The project is as follows :Title: Senior cizen help alert to nearest nurseBackground: Paents living alone (especially senior cizens), when encounter an emergencysituaon due to accident or health vital changes or for any other reason need immediate support from the nurse. There are several nurses on duty for home visit, but they will have to figure out who will aend the call depending on their locaon. A geo-locaon aware soluon will help health care management to locate the nearest nurse and assign visit to the paents home.Problem Statement: Develop a soluon that idenfies geographically nearest nurse for the givenpaent. The system should be able to idenfy live locaon of the paent and track live locaon of the nurses on the duty at the me of call. System then should be able to figure out nurse who can reach to the paent fastest based on the geo-distance and travel path. If first nurse contacted first does not respond to the call in given me frame, system should connue to contact next nearest nurse. Requirements: The soluon must: For the given city/region/zip, get the list of nurses on duty  Track live locaon of the nurses When call iniated by the paent, determine the locaon of the paent Calculate and idenfy nurse who is nearest and can reach fastest and nofy In case of no response connue to nofy next available nurseConstraints and Consideraons:Constraints:  The soluon should be developed within 48 hours. Noficaon must be in connuous manner unl nurse accept/reject Ensure data privacy and security  Consideraons: In addion to Geo-locaon, vehicle type and shortest path to figure out who can reach fastest. Please help ASAP",Warrior,2024-10-18 22:38:55+00:00
1,217,Building a Rothko Painting Step 9,https://www.freecodecamp.org/learn/2022/responsive-web-design/learn-the-css-box-model-by-building-a-rothko-painting/step-9Step 9Add the height property with the value 600px to your .canvas rule..canvas{ height:600px;}Error: You should set the height property to 600px.,DreamWalker,2024-10-14 19:56:25+00:00
