thread_id,title,question,category
19.0,what learning platform is better?,guys what platform do you recommend for taking courses? I'm taking the front end web developer by IBM on Coursera but i heard that Udemy is better freecodecamp-content,Resource Request
578.0,How to: mindmap like graph board design in ReactJs,"Hello everyone. At where work, I'm asked add a design which looks like this into the current web app. Please any suggestions or link to resources on how to achieve this will be greatly appreciated.",Resource Request
172.0,the mystery of the disappearing text (Or is my scrollbar broken?),"I'm working on a calculator project [Live link: https://hbar1st.github.io/TOP-calculator/ ] [repo: https://github.com/hbar1st/TOP-calculator.git]I was trying to see what would happen if i typed a very long number in and tried to do arithmetic with it that my #expression div (which is the topmost 'display' area) would contain the text that I'm typing but the display would not show it. I have overflow-x set to true on that div and sometimes it works fine but then again, sometimes it doesn't. I don't know if this is a css issue or a js issue. (I'm not doing any css stuff in the js code though, just the manipulation of strings and arithmetic ops).Here's a screenshot showing the issue as it appears vs how the element looks like in dev tools.Would appreciate any suggestions on how to debug this. (modifi)",Resource Request
187.0,Error when combining NodeJS and HTML,"So I was making a simple clicker game. Here is the code (simplified)<!DOCTYPE html><html lang=""en"">    <head>        <meta charset=""utf-8"">        <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">        <title>Clicker</title>    </head>    <body>        <span id=""click"">0</span>        <button onclick=""hi()"">Click</button>        <script src=""game.js""></script>    </body></html>JavaScript:const fs = require('node:fs');data = fs.readFileSync(""data.txt"",""utf-8"");let text=document.getElementById(""click"");text.innerHTML=data;let a = Number(text.innerText);function hi() {    a+=1;    text.innerHTML=a;    fs.writeFileSync(""data.txt"",a);}The data.txt file contain 1 integer.So I want that when I click the button, it will run the function hi(), but I cannot do that and the function got the error "" 'hi' is declared but its value is never read "". After removing the code one by one, I was able to figure out that the node js was causing this problem. When I remove it, the function works. And when I try to run the node js by itself (in visual code not by clicking the button in website) it also works, so I think it has to be both in the same code to cause this error. even if I delete all the other codes that involve nodejs and leave only the importing code (line 1), it still has that error.How can I make this work? (modifi)",Resource Request
504.0,"Product Landing Page - Clipping, overflow, and user style agent","Ive been having some CSS issues on my product landing page project. The majority of my code is cutoff horizontally when the window resizes; it fits itself as if there wasnt a large amount of white space immediately to the right. The exception is img elements, which arent affected for some reason. Ive tried a lot of debugging, making sure the width is set, that no parent elements are imposing any other styling, until finally I tried using 3.5 to help me debug, was reminded of devtools, and realized the user style agent was applying code snippets like this:img { overflow-clip-margin: content-box; overflow: clip; }Im pretty sure this is the issue, though Im not certain. Im genuinely not sure where to go from here. If theres an obvious answer Ive gotten my wires too crossed to see it. Here is the repo containing the current draft, under the aptly named Product Landing Page folder: https://github.com/MojoBoingo/mojos-project-portfolio/tree/master/Product%20Landing%20PageI should disclaimer this is only what I think to be the issue after all the troubleshooting. I'm honestly not certain. It's not doing great things for my confidence. I also have the code in a GitHub codespace at the moment, though I'm not sure how to link access to those. I'm also peripherally aware of other, perhaps preferable, codespace hosts. If you're reading this and you would prefer me to host my code somewhere else for you to help, I'm more than happy to accmodate you. (modifi)",Resource Request
158.0,What should I do next? React developer in need of advice.,"I have been self teaching javascript, html, css and react (tailwind) ect for a couple of years and I don't know exactly what to do next. I have made a personal portfolio and four websites to go along with it. I also have gone over this video over and over making sure that I can build and understand almost everything in it. https://www.youtube.com/watch?v=5ZdHfJVAY-s&t=19127s I think that my react skills are fairly good but I used leetcode for the first time a couple of days ago and had trouble solving an ""easy question"". Should I grind out leetcode, apply for jobs even if I don't fulfill all of their requirements, build and post things on twitter, all of the above or something else entirely? What should my next step be? Thank you!",Resource Request
264.0,"can i use base ui with material ui and system ui ,joy ui",I wanted to use material UI for my next app with next js i went through the docs i am very confused on which library to use each has a feature or something that is not present in the other for example material ui doesn't have the customizablity in terms of styling like base ui but at the same time base ui has less components i was wondering if i can use them all together in my app or is there gonna be any problems if i do ?,Resource Request
201.0,Step 49 Learn Typography by Building a Nutrition Label,"<!DOCTYPE html><html lang=""en""><head> <meta charset=""UTF-8""> <title>Nutrition Label</title> <link href=""https://fonts.googleapis.com/css?family=Open+Sans:400,700,800"" rel=""stylesheet""> <link href=""./styles.css"" rel=""stylesheet""></head><body> <div class=""label""> <header> <h1 class=""bold"">Nutrition Facts</h1> <div class=""divider""></div> <p>8 servings per container</p> <p class=""bold"">Serving size <span>2/3 cup (55g)</span></p> </header> <div class=""divider large""></div> <div class=""calories-info""> <div class=""left-container""> <h2 class=""bold small-text"">Amount per serving</h2> <p>Calories</p> </div> <span>230</span> </div> <div class=""divider medium""></div> <div class=""daily-value small-text""> <p class=""bold right, no-divider"">% Daily Value *</p> <div class=""divider""></div> <p><span><span class=""bold"">Total Fat</span> 8g</span> <span class=""bold"">10%</span></p> <p class=""indent, no-divider"">Saturated Fat 1g <span class=""bold"">5%</span></p> </div> </div></body></html>Sorry, your code does not pass. Keep trying.Your p element with the text Saturated Fat 1g 5% should have no-divider added to the class attribute. Do not remove the existing classes.",Resource Request
582.0,why this scroll outlook is not fully functioning?,"i am trying to have a dropdown menu using divs, which is functioning fine for smaller dataset, but when it get smore than difined ""height"" it gets mushed up for some reason!!const Test = () => { const allOptions = data.map(item => <Link className=""w-full px-1.5 truncate hover:bg-background"" href={{pathname: `/articles/${slugifyString(item.title)}`, query: {id: item.id}}} title={item.title} key={item.id}>{item.title}</Link>)    return (        <div className=""absolute w-full top-[2.2rem]"">            <div className=""absolute xc-center gap-y-0.5 bg-secondary z-20 w-full max-h-80 overflow-auto"">            {allOptions}        </div>        </div>)}what can i do to change that? thanks for looking into this, much appreciated, happy coding",Resource Request
49.0,Bussiness card problem,"<!DOCTYPE html><html lang=""en""><head> <meta charset=""UTF-8""> <meta name=""viewport"" content=""width=device-width, initial-scale=1.0""> <title>Business card</title> <link rel=""stylesheet"" href=""style.css""></head><body> <div class=""business-card""> <img src=""https://cdn.freecodecamp.org/curriculum/labs/flower.jpg"" alt=""sunflower with a white background"" class=""profile-image""> <div class=""full-name"">Nikolaj Kalinin</div> <div class=""designation"">Full-stack developer</div> <div class=""company""><a href=""https://niky.dev"">Click to see</a></div> <hr> <p> Mail: <a href=""mailto:myemail@gmail.com"">myemail@gmail.com(not real)</a> </p> <p> Phone: <a href=""tel:+421123456789"">+421123456789</a> </p> <a href=""https://niky.dev/Niky.html"">Portfolio</a> <hr> <div class=""social-media""> <h2>Contact with me</h2> <a href="""">Twitter</a> <a href="""">LinkedIn</a> <a href="""">GitHub</a> </div> </div></body></html>Inside the .business-card element, after the img element, there should be a p element with the class full-name.,Failed: 21. After the full-name p element, there should be a p element with the class designation.Failed: 22. After the designation p element, there should be a p element with the class company.",Resource Request
363.0,Looking for a learning partner,"Hope you are doing well. My name is Jay and I've a son who is 11 years old and has been self learning C, C++, Python, HTML/CSS and JavaScript. He built a couple of websites and apps, he is looking for a learning partner to exchange knowledge, to push and motivate each other. Please lemme know if anybody is interested. Thanks,",Resource Request
269.0,"Can't preload fonts on Mobile, but it works on Desktop?","I have been trying for the past few hours to figure out why preloading fonts like this wont work on mobile. Any ideas?<!DOCTYPE html><html lang=""en""><head>    <meta charset=""UTF-8"">    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">    <link rel=""preconnect"" href=""https://fonts.googleapis.com"">    <link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin>    <link rel=""preload"" href=""https://fonts.googleapis.com/css2?family=Outfit:wght@100..900&display=swap"" as=""style"" crossorigin=""anonymous"">    </head><body><h1>This works on desktop, but not on mobile</h1></body></html>",Resource Request
501.0,Return response from Webpage,"So i have a webpage and backend i am using fastapiFrom Postman i am getting expected output but from the webpage not.....soon after fill the username and password and then click on submit button i got this error- ""INFO: 127.0.0.1:59951 - ""POST /registration HTTP/1.1"" 422 Unprocessable Entity""Html page - <body class=""registration-body""> <nav> <a href=""/"" class=""home-link"">Home</a> </nav> <div class=""container""> <img src=""{{ url_for('static', path='css/images/user4.png') }}"" alt=""User Logo""> <form method=""post"" action=""/registration""> <input type=""text"" id=""username"" placeholder=""username"" required> <input type=""password"" id=""password"" placeholder=""password"" required> <button type=""submit"">SUBMIT</button> </form> {% if success_message %} <p>{{ success_message }}</p> {% endif %} </div></body></html>Fastapi endpoint- @app.post(""/registration"", status_code=status.HTTP_201_CREATED, response_class=HTMLResponse)def registration(request: Request, username: str = Form(...), password: str = Form(...), db: Session=Depends(get_db)): try: print(username) print(password) success_message = {""message"": ""Registration successful"", ""username"": username, ""password"": password} return JSONResponse(content=success_message) except: raise HTTPException(status_code=status.HTTP_404_NOT_FOUND, detail=f""data: {username} already exist"")",Resource Request
705.0,Div height and width are not working in my code why CSS??,"<!DOCTYPE html><html lang=""en""> <head> <meta charset=""UTF-8""> <meta name=""viewport"" content=""width=device-width, initial-scale=1.0""> <title>Picasso Painting</title> <link rel=""stylesheet"" href=""styles.css""> <link rel=""stylesheet"" href=""https://use.fontawesome.com/releases/v5.8.2/css/all.css""> </head> <body> <div id=""back-wall"" class=""back-wall""></div> </body></html>body { background-color: rgb(184, 132, 46);}#back-wall { background-color: #8B4513; width: 100%; height: 60%;}",Resource Request
14.0,Inserting a background-image from my computer on a freeCodeCamp certification project,"In order to use a picture on a website, the image needs to be hosted online somewhere",Resource Request
